Discipline,Effect,Description,Paper title,Paper ref,Link,doi,Paper Notes,Citations,N orig
Comparative Psychology,Gaze following in domesticated pigs,"Domesticated pigs do not follow the gaze of a human agent, using the object choice task",The effect of domestication and ontogeny in swine cognition (Sus scrofa scrofa and S. s. domestica),Albiach-Serrano et al. 2012,https://doi.org/10.1016/j.applanim.2012.07.005,10.1016/j.applanim.2012.07.005,"experiment, n=27","65(GS, January 2023)",27
Comparative Psychology,Pointing following in domesticated pigs,"Pointing following in pigs**. Domesticated pigs do not follow the pointing of a human agent, using the object choice task",The effect of domestication and ontogeny in swine cognition (Sus scrofa scrofa and S. s. domestica),Albiach-Serrano et al. 2012,https://doi.org/10.1016/j.applanim.2012.07.005,10.1016/j.applanim.2012.07.005,"experiment, n=27","65(GS, January 2023)",27
Comparative Psychology,Pointing following in goats,"Goats follow the pointing of a human agent, using the object choice task","Domestic goats, Capra hircus, follow gaze direction and use social cues in an object choice task",Kaminski et al. 2005,https://doi.org/10.1016/j.anbehav.2004.05.008,10.1016/j.anbehav.2004.05.008,"experiment, experiment 2: n=23","392(GS, January 2023)",23
Comparative Psychology,Gaze following in goats,"Goats do not follow the gaze of a human agent, using the object choice task","Domestic goats, Capra hircus, follow gaze direction and use social cues in an object choice task",Kaminski et al. 2005,https://doi.org/10.1016/j.anbehav.2004.05.008,10.1016/j.anbehav.2004.05.008,"experiment, experiment 2: n=23","392(GS, January 2023)]​",23
Comparative Psychology,Eye narrowing in felines,Felines are more likely to narrow their eyes following a slow blink from humans,The role of cat eye narrowing movements in cat–human communication,Humphreys et al. 2020a,https://www.nature.com/articles/s41598-020-73426-0#Abs1,,"experiments, experiment 1: n = 21, experiment 2: n = 24","21(GS, January 2023)]​",21 & 24
Comparative Psychology,Pointing following in felines,"Felines do not follow the pointing of another agent, using the object choice task.  ​","A Comparative Study of the Use of Visual Communicative Signals in Interactions Between Dogs (Canis familiaris) and Humans and Cats (Felis catus) and Humans,",Miklosi et al. 2005,https://psycnet.apa.org/record/2005-06515-006,,"experiment, experiment 1: cats alone: n = 7, dogs alone: n = 7, cats living with dogs: n  = 7, dogs living with cats: n = 7","293(GS, November 2022)]​",7 & 7 & 7 & 7
Comparative Psychology,Mirror self-recognition in magpies,Mirror-self recognition in magpies (Pica pica)**. Magpies have been suggested to be able to recognize themselves in the mirror implying a self-representation akin to chimpanzees​,"Mirror-induced behavior in the magpie (Pica pica): evidence of self-recognition,",Prior et al. 2008,"https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.0060202&xid=17259,15700022,15700124,15700149,15700186,15700191,15700201,15700237,15700242","10.1371/journal.pbio.0060202&xid=17259,15700022,15700124,15700149,15700186,15700191,15700201,15700237,15700242","Exposition of magpies to a mirror while marking the animals, test for self-directed behaviour, n = 5","732, GS, January 2023",5
Comparative Psychology,Right-bias in hand use in chimpanzees,population handedness asymmetry). Chimpanzees have been proposed to be right-handed on the population level similar to humans,Chimpanzee Hand Preference in Throwing and Infant Cradling: Implications for the Origin of Human Handedness,Hopkins et al. 1993,https://core.ac.uk/download/pdf/52399276.pdf,,"observational study in captive primates with respect to throwing and cradling behaviour, n = 36","139, GS, January 2023)]​",36
Comparative Psychology,Cache protection in Eurasian jays,Garrulus glandarius_)**. Eurasian jays may opt to cache in out-of-view locations to reduce the likelihood of conspecifics pilfering their caches,Eurasian jays (Garrulus glandarius) conceal caches from onlookers,Legg and Clayton 2014,https://link.springer.com/article/10.1007/s10071-014-0743-2#Sec2,10.1007/s10071-014-0743-2#Sec2,"experiment, n = 8","42 (GS, January 2023)",8
Comparative Psychology,Desire-state attribution may govern food sharing in Eurasian jays (_Garrulus glandarius_),Male Eurasian jays may share food with their female partners in-line with the females current desire,Evidence suggesting that desire-state attribution may govern food sharing in Eurasian jays  (Garrulus glandarius),Ostojic et al. 2013,https://www.pnas.org/doi/full/10.1073/pnas.1209926110,10.1073/pnas.1209926110,"experiment, n = 7 pairs","104 (GS, January 2023)",7
Comparative Psychology,Reasoning about hidden causal agents in New Caledonian Crows (_Corvus moneduloides_),Reasoning about hidden causal agents in New Caledonian Crows (Corvus moneduloides)**. New Caledonian Crows “showed greater vigilance towards an area from which they had previously witnessed a threatening “stick attack” if a hidden causal agent (a human) could still be present in that area compared to when a human person had visibly left.”,"New Caledonian crows reason about hidden causal agents,",Taylor et al. 2012,https://www.pnas.org/doi/full/10.1073/pnas.1208724109,10.1073/pnas.1208724109,"experiment, n = 8","122 (GS, January 2023)",8
Comparative Psychology,Owners predict spatial impulsivity in dogs,"spatial discounting, spatial discount, distance discounting). This phenomenon explores whether owner ratings of impulsivity in their dogs correlate with behavioural measures of the distance their dogs travel in a spatial impulsivity task. The original study (Brady et al., 2018) found that owner ratings of adult dog impulsivity (using the Dog Impulsivity Assessment Scale; Wright et al., 2011) matched levels of impulsivity in a spatial impulsivity task (but not for young dogs). Two subsequent studies using similar methods did not replicate this correlation, and an overall meta-analysis did not find evidence for an effect.​",A spatial discounting test to assess impulsivity in dogs,Brady et al. 2018,https://doi.org/10.1016/j.applanim.2018.01.003,10.1016/j.applanim.2018.01.003,"experiment (correlation), n = 24 (Laboratory study 1), n = 13 (Simplified field study), n = 23 (Laboratory study 2)","15 (GS, January 2023)]​",24 & 13 & 23
Comparative Psychology,Numerical ratio effects on quantity discrimination in elephants,"Number discrimination, quantity/number judgments). The numerical ratio between quantities has been shown to predict the ability to discriminate quantities across a wide range of species. However, Irie-Sugimoto et al., (2009) found that elephants did not follow this pattern because numerical ratio did not predict performance. Perdue et al. (2012) replicated the study in elephants with a similar design and found that ratio predicted performance, reversing the findings of the original study.​",Relative quantity judgment by Asian elephants (Elephas maximus),Irie-Sugimoto et al. 2009,https://doi.org/10.1007/s10071-008-0185-9,10.1007/s10071-008-0185-9,"experiment, n = 3","107 (GS, January 2023)]​",3
Comparative Psychology,Contagious yawning in dogs,"Dogs have been shown to yawn more after observing a person yawn than after a control condition with other mouth movements. The original study (Joly-Mascheroni et al., 2008) found 72% of dogs yawned after watching a human yawn but none yawned after watching other mouth movements. Two subsequent studies did not replicate a difference in yawning between conditions (Harr et al., 2009; O’Hara and Reeve, 2010), but a third did find a difference (Madsen and Persson, 2012",Dogs catch human yawns,Joly-Mascheroni et al. 2008,https://doi.org/10.1098/rsbl.2008.0333,10.1098/rsbl.2008.0333,"experimental, n = 29","223 (GS, January 2023)]​",29
Comparative Psychology,Temporal preferences in chimpanzees and bonobos,"temporal/time discounting, intertemporal choice, delay choice). Chimpanzees (_Pan troglodytes_) wait longer than bonobos (_Pan paniscus_) in intertemporal choice tasks providing choices between smaller, sooner and larger, later food rewards. Rosati et al. (2007) found chimpanzees waited longer than bonobos at the Leipzig Zoo. Rosati and Hare (2013) confirmed this finding in a group of chimpanzees and bonobos at Tchimpounga Chimpanzee Sanctuary in Republic of Congo","The evolutionary origins of human patience: temporal preferences in chimpanzees, bonobos, and human adults",Rosati et al. 2007,https://doi.org/10.1016/j.cub.2007.08.033,10.1016/j.cub.2007.08.033,"experimental, n = 5 (chimpanzees), n = 5 (bonobos)","384 (GS, January 2023)]​",5 & 5
Comparative Psychology,Risk preferences in chimpanzees and bonobos,risky choice). Chimpanzees (_Pan troglodytes_) choose risky options more than bonobos (_Pan paniscus_) in risky choice tasks providing choices between guaranteed and risky food rewards. Heilbronner et al. (2008) found chimpanzees preferred risky options more than bonobos at the Leipzig Zoo. Rosati and Hare (2013) confirmed this finding in a group of chimpanzees and bonobos at Tchimpounga Chimpanzee Sanctuary in Republic of Congo,A fruit in the hand or two in the bush? Divergent risk preferences in chimpanzees and bonobos,Heilbronner et al. 2008,https://doi.org/10.1098/rsbl.2008.0081,10.1098/rsbl.2008.0081,"experimental, n = 5 (chimpanzees), n = 5 (bonobos)","184 (GS, January 2023)]​",5 & 5
Evolutionary Linguistics,Typological Prevalence Hypothesis: Learnability of semantics (evidentiality),"Typological Prevalence Hypothesis.** The typological prevalence hypothesis is a proposal that suggests that certain structural features are more common across languages than others due to factors such as ease of learning, processing, and use. These more prevalent structural features are thought to be more likely to be retained in a language over time. Claims that  cross-linguistically more prevalent distinctions are easier to learn, or the more common a certain distinction or way of categorising across languages, the more cognitively natural (and easily learnable) for humans it should be. This effect is explored for the grammatical structure of evidentiality, or grammatical marking of information source in an utterance",Are cross-linguistically frequent semantic systems easier to learn? The case of evidentiality,Saratsli et al. 2019,https://par.nsf.gov/biblio/10147297,,"between-group study design, n1=34, n2=34, n3=33","1(GS, June 2022)]​",
Speech Language Therapy,Stuttering and bilingualism,Bilingual children had an increased risk of stuttering and a lower chance of recovery from stuttering than language exclusive and monolingual speakers,The effects of bilingualism on stuttering during late childhood,Howell et al. 2009,https://adc.bmj.com/content/94/1/42.long,,"quasi-experimental design, n= 317","122, (GS, February 2022)",317
Speech Language Therapy,Stuttering and self-esteem,"Children who stutter have higher self-esteem than children who do not stutter. However, the self-esteem of children who stutter declines once they reach adolescence",Selbstwert von stotternden Kindern und Jugendlichen,in German) Zückner 2011,https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-0030-1280763,10.1055/s-0030-1280763,Case-control study - comparison against norm scores with n = 171,"3, (GS, February 2022)",171
